2.000000	110.000000
2.020000	107.821351
2.040000	105.685005
2.060000	103.589744
2.080000	101.534392
2.100000	99.517820
2.120000	97.538941
2.140000	95.596708
2.160000	93.690112
2.180000	91.818182
2.200000	89.979980
2.220000	88.174603
2.240000	86.401180
2.260000	84.658869
2.280000	82.946860
2.300000	81.264368
2.320000	79.610636
2.340000	77.984934
2.360000	76.386555
2.380000	74.814815
2.400000	73.269054
2.420000	71.748634
2.440000	70.252936
2.460000	68.781362
2.480000	67.333333
2.500000	65.908289
2.520000	64.505687
2.540000	63.125000
2.560000	61.765719
2.580000	60.427350
2.600000	59.109415
2.620000	57.811448
2.640000	56.532999
2.660000	55.273632
2.680000	54.032922
2.700000	52.810458
2.720000	51.605839
2.740000	50.418680
2.760000	49.248601
2.780000	48.095238
2.800000	46.958235
2.820000	45.837246
2.840000	44.731935
2.860000	43.641975
2.880000	42.567050
2.900000	41.506849
2.920000	40.461073
2.940000	39.429429
2.960000	38.411633
2.980000	37.407407
3.000000	36.416483
3.020000	35.438597
3.040000	34.473493
3.060000	33.520924
3.080000	32.580645
3.100000	31.652422
3.120000	30.736023
3.140000	29.831224
3.160000	28.937806
3.180000	28.055556
3.200000	27.184265
3.220000	26.323731
3.240000	25.473756
3.260000	24.634146
3.280000	23.804714
3.300000	22.985274
3.320000	22.175649
3.340000	21.375661
3.360000	20.585141
3.380000	19.803922
3.400000	19.031839
3.420000	18.268734
3.440000	17.514451
3.460000	16.768838
3.480000	16.031746
3.500000	15.303030
3.520000	14.582549
3.540000	13.870162
3.560000	13.165736
3.580000	12.469136
3.600000	11.780233
3.620000	11.098901
3.640000	10.425015
3.660000	9.758454
3.680000	9.099099
3.700000	8.446834
3.720000	7.801545
3.740000	7.163121
3.760000	6.531452
3.780000	5.906433
3.800000	5.287958
3.820000	4.675926
3.840000	4.070236
3.860000	3.470790
3.880000	2.877493
3.900000	2.290249
3.920000	1.708968
3.940000	1.133558
3.960000	0.563931
3.980000	0.000000
